antecedent,consequent,support,confidence,lift
{yogurt citrus fruit}, {other vegetables soda}, 0.012, 0.203, 1.632
{other vegetables soda yogurt}, {citrus fruit}, 0.012, 0.274, 1.476
{other vegetables citrus fruit}, {soda yogurt}, 0.012, 0.152, 1.562
{citrus fruit}, {other vegetables soda yogurt}, 0.012, 0.064, 1.476
{other vegetables yogurt}, {soda citrus fruit}, 0.012, 0.098, 1.505
{yogurt}, {other vegetables soda citrus fruit}, 0.012, 0.042, 1.505
{other vegetables soda}, {pip fruit yogurt}, 0.012, 0.097, 1.713
{soda}, {other vegetables pip fruit yogurt}, 0.012, 0.038, 1.388
{other vegetables pip fruit yogurt}, {soda}, 0.012, 0.435, 1.388
{soda yogurt}, {other vegetables pip fruit}, 0.012, 0.124, 1.71
{other vegetables}, {pip fruit soda yogurt}, 0.012, 0.032, 1.434
{pip fruit soda}, {other vegetables yogurt}, 0.012, 0.199, 1.655
{pip fruit soda yogurt}, {other vegetables}, 0.012, 0.54, 1.434
{pip fruit yogurt}, {other vegetables soda}, 0.012, 0.213, 1.713
{other vegetables soda yogurt}, {pip fruit}, 0.012, 0.28, 1.64
{pip fruit}, {other vegetables soda yogurt}, 0.012, 0.071, 1.64
{other vegetables pip fruit}, {soda yogurt}, 0.012, 0.167, 1.71
{other vegetables pip fruit soda}, {yogurt}, 0.012, 0.456, 1.613
{other vegetables yogurt}, {pip fruit soda}, 0.012, 0.1, 1.655
{yogurt}, {other vegetables pip fruit soda}, 0.012, 0.043, 1.613
{other vegetables soda}, {yogurt sausage}, 0.013, 0.105, 1.397
{other vegetables soda sausage}, {yogurt}, 0.013, 0.37, 1.306
{soda}, {other vegetables yogurt sausage}, 0.013, 0.042, 1.122
{soda yogurt sausage}, {other vegetables}, 0.013, 0.468, 1.242
{soda yogurt}, {other vegetables sausage}, 0.013, 0.134, 1.445
{other vegetables}, {soda yogurt sausage}, 0.013, 0.035, 1.242
{other vegetables sausage}, {soda yogurt}, 0.013, 0.141, 1.445
{sausage}, {other vegetables soda yogurt}, 0.013, 0.064, 1.474
{other vegetables yogurt sausage}, {soda}, 0.013, 0.352, 1.122
{other vegetables soda yogurt}, {sausage}, 0.013, 0.304, 1.474
{soda sausage}, {other vegetables yogurt}, 0.013, 0.169, 1.408
{other vegetables yogurt}, {soda sausage}, 0.013, 0.109, 1.408
{yogurt sausage}, {other vegetables soda}, 0.013, 0.173, 1.397
{yogurt}, {other vegetables soda sausage}, 0.013, 0.046, 1.306
{other vegetables soda}, {yogurt root vegetables}, 0.013, 0.107, 1.501
{other vegetables soda root vegetables}, {yogurt}, 0.013, 0.388, 1.371
{soda}, {other vegetables yogurt root vegetables}, 0.013, 0.043, 1.257
{soda yogurt root vegetables}, {other vegetables}, 0.013, 0.464, 1.233
{soda yogurt}, {other vegetables root vegetables}, 0.013, 0.137, 1.453
{other vegetables}, {soda yogurt root vegetables}, 0.013, 0.035, 1.233
{other vegetables root vegetables}, {soda yogurt}, 0.013, 0.142, 1.453
{root vegetables}, {other vegetables soda yogurt}, 0.013, 0.058, 1.342
{other vegetables yogurt root vegetables}, {soda}, 0.013, 0.394, 1.257
{other vegetables soda yogurt}, {root vegetables}, 0.013, 0.31, 1.342
{soda root vegetables}, {other vegetables yogurt}, 0.013, 0.164, 1.363
{other vegetables yogurt}, {soda root vegetables}, 0.013, 0.111, 1.363
{yogurt root vegetables}, {other vegetables soda}, 0.013, 0.186, 1.501
{yogurt}, {other vegetables soda root vegetables}, 0.013, 0.047, 1.371
{other vegetables soda}, {yogurt shopping bags}, 0.013, 0.107, 1.957
{soda}, {other vegetables yogurt shopping bags}, 0.013, 0.043, 1.508
{soda shopping bags}, {other vegetables yogurt}, 0.013, 0.206, 1.715
{soda yogurt}, {other vegetables shopping bags}, 0.013, 0.137, 1.872
{other vegetables}, {soda yogurt shopping bags}, 0.013, 0.035, 1.569
{other vegetables yogurt shopping bags}, {soda}, 0.013, 0.473, 1.508
{shopping bags}, {other vegetables soda yogurt}, 0.013, 0.079, 1.839
{other vegetables shopping bags}, {soda yogurt}, 0.013, 0.182, 1.872
{other vegetables soda shopping bags}, {yogurt}, 0.013, 0.43, 1.519
{other vegetables soda yogurt}, {shopping bags}, 0.013, 0.31, 1.839
{soda yogurt shopping bags}, {other vegetables}, 0.013, 0.591, 1.569
{yogurt shopping bags}, {other vegetables soda}, 0.013, 0.243, 1.957
{other vegetables yogurt}, {soda shopping bags}, 0.013, 0.111, 1.715
{yogurt}, {other vegetables soda shopping bags}, 0.013, 0.047, 1.519
{other vegetables}, {rolls/buns}, 0.147, 0.39, 1.114
{rolls/buns}, {other vegetables}, 0.147, 0.42, 1.114
{ice cream}, {other vegetables rolls/buns}, 0.01, 0.177, 1.208
{other vegetables ice cream}, {rolls/buns}, 0.01, 0.443, 1.267
{other vegetables}, {ice cream rolls/buns}, 0.01, 0.027, 1.09
{other vegetables rolls/buns}, {ice cream}, 0.01, 0.068, 1.208
{rolls/buns}, {other vegetables ice cream}, 0.01, 0.029, 1.267
{ice cream rolls/buns}, {other vegetables}, 0.01, 0.411, 1.09
{other vegetables oil}, {rolls/buns}, 0.01, 0.382, 1.093
{oil}, {other vegetables rolls/buns}, 0.01, 0.18, 1.225
{other vegetables}, {oil rolls/buns}, 0.01, 0.027, 1.311
{oil rolls/buns}, {other vegetables}, 0.01, 0.494, 1.311
{other vegetables rolls/buns}, {oil}, 0.01, 0.068, 1.225
{rolls/buns}, {other vegetables oil}, 0.01, 0.029, 1.093
{red/blush wine rolls/buns}, {other vegetables}, 0.01, 0.549, 1.459
{other vegetables}, {red/blush wine rolls/buns}, 0.01, 0.027, 1.459
{other vegetables red/blush wine}, {rolls/buns}, 0.01, 0.557, 1.593
{red/blush wine}, {other vegetables rolls/buns}, 0.01, 0.252, 1.715
{other vegetables rolls/buns}, {red/blush wine}, 0.01, 0.068, 1.715
{rolls/buns}, {other vegetables red/blush wine}, 0.01, 0.029, 1.593
{other vegetables}, {soft cheese rolls/buns}, 0.01, 0.027, 1.546
{other vegetables rolls/buns}, {soft cheese}, 0.01, 0.068, 1.808
{soft cheese rolls/buns}, {other vegetables}, 0.01, 0.582, 1.546
{rolls/buns}, {other vegetables soft cheese}, 0.01, 0.029, 1.549
{soft cheese}, {other vegetables rolls/buns}, 0.01, 0.265, 1.808
{other vegetables soft cheese}, {rolls/buns}, 0.01, 0.542, 1.549
{other vegetables candy}, {rolls/buns}, 0.01, 0.444, 1.271
{candy rolls/buns}, {other vegetables}, 0.01, 0.476, 1.264
{candy}, {other vegetables rolls/buns}, 0.01, 0.19, 1.298
{other vegetables}, {candy rolls/buns}, 0.01, 0.027, 1.264
{other vegetables rolls/buns}, {candy}, 0.01, 0.07, 1.298
{rolls/buns}, {other vegetables candy}, 0.01, 0.029, 1.271
{other vegetables}, {misc. beverages rolls/buns}, 0.01, 0.027, 1.167
{other vegetables misc. beverages}, {rolls/buns}, 0.01, 0.44, 1.257
{other vegetables rolls/buns}, {misc. beverages}, 0.01, 0.07, 1.185
{misc. beverages}, {other vegetables rolls/buns}, 0.01, 0.174, 1.185
{rolls/buns}, {other vegetables misc. beverages}, 0.01, 0.029, 1.257
{misc. beverages rolls/buns}, {other vegetables}, 0.01, 0.44, 1.167
{cat food other vegetables}, {rolls/buns}, 0.011, 0.436, 1.247
{cat food}, {other vegetables rolls/buns}, 0.011, 0.24, 1.634
{other vegetables}, {cat food rolls/buns}, 0.011, 0.028, 1.471
{other vegetables rolls/buns}, {cat food}, 0.011, 0.072, 1.634
{rolls/buns}, {cat food other vegetables}, 0.011, 0.03, 1.247
{cat food rolls/buns}, {other vegetables}, 0.011, 0.554, 1.471
{specialty chocolate rolls/buns}, {other vegetables}, 0.011, 0.526, 1.396
{specialty chocolate}, {other vegetables rolls/buns}, 0.011, 0.18, 1.225
{other vegetables}, {specialty chocolate rolls/buns}, 0.011, 0.028, 1.396
{other vegetables specialty chocolate}, {rolls/buns}, 0.011, 0.383, 1.096
{other vegetables rolls/buns}, {specialty chocolate}, 0.011, 0.072, 1.225
{rolls/buns}, {other vegetables specialty chocolate}, 0.011, 0.03, 1.096
{other vegetables}, {grapes rolls/buns}, 0.011, 0.029, 1.312
{other vegetables rolls/buns}, {grapes}, 0.011, 0.075, 1.369
{grapes rolls/buns}, {other vegetables}, 0.011, 0.494, 1.312
{rolls/buns}, {other vegetables grapes}, 0.011, 0.032, 1.281
{other vegetables grapes}, {rolls/buns}, 0.011, 0.448, 1.281
{grapes}, {other vegetables rolls/buns}, 0.011, 0.201, 1.369
{other vegetables}, {ham rolls/buns}, 0.011, 0.03, 1.243
{other vegetables rolls/buns}, {ham}, 0.011, 0.077, 1.214
{ham rolls/buns}, {other vegetables}, 0.011, 0.468, 1.243
{rolls/buns}, {other vegetables ham}, 0.011, 0.032, 1.187
{other vegetables ham}, {rolls/buns}, 0.011, 0.415, 1.187
{ham}, {other vegetables rolls/buns}, 0.011, 0.178, 1.214
{other vegetables}, {hard cheese rolls/buns}, 0.012, 0.032, 1.418
{other vegetables rolls/buns}, {hard cheese}, 0.012, 0.082, 1.54
{other vegetables hard cheese}, {rolls/buns}, 0.012, 0.47, 1.344
{rolls/buns}, {other vegetables hard cheese}, 0.012, 0.034, 1.344
{hard cheese}, {other vegetables rolls/buns}, 0.012, 0.226, 1.54
{hard cheese rolls/buns}, {other vegetables}, 0.012, 0.534, 1.418
{other vegetables}, {rolls/buns long life bakery product}, 0.012, 0.032, 1.166
{long life bakery product}, {other vegetables rolls/buns}, 0.012, 0.184, 1.256
{other vegetables long life bakery product}, {rolls/buns}, 0.012, 0.456, 1.305
{other vegetables rolls/buns}, {long life bakery product}, 0.012, 0.082, 1.256
{rolls/buns long life bakery product}, {other vegetables}, 0.012, 0.439, 1.166
{rolls/buns}, {other vegetables long life bakery product}, 0.012, 0.034, 1.305
{other vegetables}, {meat rolls/buns}, 0.012, 0.032, 1.371
{meat}, {other vegetables rolls/buns}, 0.012, 0.19, 1.291
{other vegetables meat}, {rolls/buns}, 0.012, 0.427, 1.222
{other vegetables rolls/buns}, {meat}, 0.012, 0.082, 1.291
{meat rolls/buns}, {other vegetables}, 0.012, 0.516, 1.371
{rolls/buns}, {other vegetables meat}, 0.012, 0.034, 1.222
{waffles rolls/buns}, {other vegetables}, 0.012, 0.495, 1.314
{other vegetables}, {waffles rolls/buns}, 0.012, 0.033, 1.314
{other vegetables waffles}, {rolls/buns}, 0.012, 0.397, 1.134
{waffles}, {other vegetables rolls/buns}, 0.012, 0.178, 1.216
{other vegetables rolls/buns}, {waffles}, 0.012, 0.084, 1.216
{rolls/buns}, {other vegetables waffles}, 0.012, 0.035, 1.134
{rolls/buns butter milk}, {other vegetables}, 0.013, 0.505, 1.341
{butter milk}, {other vegetables rolls/buns}, 0.013, 0.198, 1.347
{other vegetables}, {rolls/buns butter milk}, 0.013, 0.034, 1.341
{other vegetables butter milk}, {rolls/buns}, 0.013, 0.467, 1.336
{other vegetables rolls/buns}, {butter milk}, 0.013, 0.087, 1.347
{rolls/buns}, {other vegetables butter milk}, 0.013, 0.037, 1.336
{other vegetables}, {sugar rolls/buns}, 0.013, 0.035, 1.278
{sugar}, {other vegetables rolls/buns}, 0.013, 0.198, 1.352
{sugar rolls/buns}, {other vegetables}, 0.013, 0.481, 1.278
{sugar other vegetables}, {rolls/buns}, 0.013, 0.447, 1.279
{other vegetables rolls/buns}, {sugar}, 0.013, 0.089, 1.352
{rolls/buns}, {sugar other vegetables}, 0.013, 0.037, 1.279
{beverages}, {other vegetables rolls/buns}, 0.014, 0.219, 1.492
{other vegetables beverages}, {rolls/buns}, 0.014, 0.473, 1.353
{other vegetables}, {beverages rolls/buns}, 0.014, 0.036, 1.53
{beverages rolls/buns}, {other vegetables}, 0.014, 0.576, 1.53
{other vegetables rolls/buns}, {beverages}, 0.014, 0.093, 1.492
{rolls/buns}, {other vegetables beverages}, 0.014, 0.039, 1.353
{other vegetables salty snack}, {rolls/buns}, 0.014, 0.465, 1.33
{salty snack rolls/buns}, {other vegetables}, 0.014, 0.449, 1.193
{other vegetables}, {salty snack rolls/buns}, 0.014, 0.036, 1.193
{salty snack}, {other vegetables rolls/buns}, 0.014, 0.196, 1.338
{other vegetables rolls/buns}, {salty snack}, 0.014, 0.093, 1.338
{rolls/buns}, {other vegetables salty snack}, 0.014, 0.039, 1.33
{frozen meals}, {other vegetables rolls/buns}, 0.015, 0.233, 1.585
{other vegetables frozen meals}, {rolls/buns}, 0.015, 0.528, 1.509
{other vegetables}, {rolls/buns frozen meals}, 0.015, 0.039, 1.376
{rolls/buns frozen meals}, {other vegetables}, 0.015, 0.518, 1.376
{other vegetables rolls/buns}, {frozen meals}, 0.015, 0.1, 1.585
{rolls/buns}, {other vegetables frozen meals}, 0.015, 0.042, 1.509
{berries}, {other vegetables rolls/buns}, 0.015, 0.186, 1.271
{berries rolls/buns}, {other vegetables}, 0.015, 0.513, 1.363
{other vegetables berries}, {rolls/buns}, 0.015, 0.403, 1.152
{other vegetables}, {berries rolls/buns}, 0.015, 0.04, 1.363
{other vegetables rolls/buns}, {berries}, 0.015, 0.101, 1.271
{rolls/buns}, {other vegetables berries}, 0.015, 0.043, 1.152
{hamburger meat}, {other vegetables rolls/buns}, 0.015, 0.185, 1.263
{other vegetables hamburger meat}, {rolls/buns}, 0.015, 0.42, 1.202
{other vegetables}, {hamburger meat rolls/buns}, 0.015, 0.04, 1.222
{other vegetables rolls/buns}, {hamburger meat}, 0.015, 0.101, 1.263
{rolls/buns}, {other vegetables hamburger meat}, 0.015, 0.043, 1.202
{hamburger meat rolls/buns}, {other vegetables}, 0.015, 0.46, 1.222
{other vegetables}, {dessert rolls/buns}, 0.015, 0.04, 1.135
{dessert}, {other vegetables rolls/buns}, 0.015, 0.175, 1.193
{dessert rolls/buns}, {other vegetables}, 0.015, 0.428, 1.135
{other vegetables rolls/buns}, {dessert}, 0.015, 0.103, 1.193
{other vegetables dessert}, {rolls/buns}, 0.015, 0.421, 1.205
{rolls/buns}, {other vegetables dessert}, 0.015, 0.043, 1.205
{white bread other vegetables}, {rolls/buns}, 0.016, 0.437, 1.249
{white bread rolls/buns}, {other vegetables}, 0.016, 0.422, 1.12
{other vegetables}, {white bread rolls/buns}, 0.016, 0.042, 1.12
{white bread}, {other vegetables rolls/buns}, 0.016, 0.179, 1.221
{other vegetables rolls/buns}, {white bread}, 0.016, 0.108, 1.221
{rolls/buns}, {white bread other vegetables}, 0.016, 0.045, 1.249
{other vegetables}, {onions rolls/buns}, 0.017, 0.045, 1.38
{other vegetables rolls/buns}, {onions}, 0.017, 0.115, 1.514
{other vegetables onions}, {rolls/buns}, 0.017, 0.504, 1.441
{rolls/buns}, {other vegetables onions}, 0.017, 0.048, 1.441
{onions}, {other vegetables rolls/buns}, 0.017, 0.222, 1.514
{onions rolls/buns}, {other vegetables}, 0.017, 0.52, 1.38
{UHT-milk}, {other vegetables rolls/buns}, 0.017, 0.222, 1.514
{UHT-milk rolls/buns}, {other vegetables}, 0.017, 0.562, 1.492
{other vegetables}, {UHT-milk rolls/buns}, 0.017, 0.046, 1.492
{other vegetables rolls/buns}, {UHT-milk}, 0.017, 0.119, 1.514
{rolls/buns}, {other vegetables UHT-milk}, 0.017, 0.05, 1.279
{other vegetables UHT-milk}, {rolls/buns}, 0.017, 0.447, 1.279
{napkins rolls/buns}, {other vegetables}, 0.018, 0.496, 1.318
{other vegetables}, {napkins rolls/buns}, 0.018, 0.047, 1.318
{other vegetables rolls/buns}, {napkins}, 0.018, 0.121, 1.483
{rolls/buns}, {other vegetables napkins}, 0.018, 0.051, 1.506
{napkins}, {other vegetables rolls/buns}, 0.018, 0.218, 1.483
{other vegetables napkins}, {rolls/buns}, 0.018, 0.527, 1.506
{chocolate}, {other vegetables rolls/buns}, 0.018, 0.208, 1.416
{other vegetables}, {chocolate rolls/buns}, 0.018, 0.048, 1.273
{chocolate rolls/buns}, {other vegetables}, 0.018, 0.479, 1.273
{other vegetables rolls/buns}, {chocolate}, 0.018, 0.122, 1.416
{other vegetables chocolate}, {rolls/buns}, 0.018, 0.467, 1.335
{rolls/buns}, {other vegetables chocolate}, 0.018, 0.051, 1.335
{other vegetables cream cheese}, {rolls/buns}, 0.018, 0.455, 1.3
{cream cheese rolls/buns}, {other vegetables}, 0.018, 0.543, 1.441
{cream cheese}, {other vegetables rolls/buns}, 0.018, 0.203, 1.383
{other vegetables}, {cream cheese rolls/buns}, 0.018, 0.048, 1.441
{other vegetables rolls/buns}, {cream cheese}, 0.018, 0.122, 1.383
{rolls/buns}, {other vegetables cream cheese}, 0.018, 0.051, 1.3
{chicken other vegetables}, {rolls/buns}, 0.018, 0.477, 1.364
{chicken rolls/buns}, {other vegetables}, 0.018, 0.436, 1.159
{chicken}, {other vegetables rolls/buns}, 0.018, 0.184, 1.252
{other vegetables}, {chicken rolls/buns}, 0.018, 0.049, 1.159
{other vegetables rolls/buns}, {chicken}, 0.018, 0.126, 1.252
{rolls/buns}, {chicken other vegetables}, 0.018, 0.053, 1.364
{beef rolls/buns}, {other vegetables}, 0.02, 0.494, 1.311
{beef}, {other vegetables rolls/buns}, 0.02, 0.167, 1.141
{other vegetables}, {beef rolls/buns}, 0.02, 0.053, 1.311
{other vegetables beef}, {rolls/buns}, 0.02, 0.394, 1.127
{other vegetables rolls/buns}, {beef}, 0.02, 0.136, 1.141
{rolls/buns}, {other vegetables beef}, 0.02, 0.057, 1.127
{other vegetables}, {frozen vegetables rolls/buns}, 0.022, 0.057, 1.394
{frozen vegetables}, {other vegetables rolls/buns}, 0.022, 0.21, 1.431
{other vegetables rolls/buns}, {frozen vegetables}, 0.022, 0.147, 1.431
{other vegetables frozen vegetables}, {rolls/buns}, 0.022, 0.472, 1.35
{rolls/buns}, {other vegetables frozen vegetables}, 0.022, 0.062, 1.35
{frozen vegetables rolls/buns}, {other vegetables}, 0.022, 0.525, 1.394
{coffee rolls/buns}, {other vegetables}, 0.022, 0.515, 1.367
{coffee}, {other vegetables rolls/buns}, 0.022, 0.192, 1.308
{other vegetables}, {coffee rolls/buns}, 0.022, 0.059, 1.367
{coffee other vegetables}, {rolls/buns}, 0.022, 0.448, 1.281
{other vegetables rolls/buns}, {coffee}, 0.022, 0.15, 1.308
{rolls/buns}, {coffee other vegetables}, 0.022, 0.063, 1.281
{margarine rolls/buns}, {other vegetables}, 0.022, 0.497, 1.32
{other vegetables}, {margarine rolls/buns}, 0.022, 0.059, 1.32
{other vegetables rolls/buns}, {margarine}, 0.022, 0.152, 1.3
{rolls/buns}, {margarine other vegetables}, 0.022, 0.064, 1.276
{margarine}, {other vegetables rolls/buns}, 0.022, 0.191, 1.3
{margarine other vegetables}, {rolls/buns}, 0.022, 0.446, 1.276
{pork rolls/buns}, {other vegetables}, 0.022, 0.47, 1.249
{other vegetables}, {pork rolls/buns}, 0.022, 0.059, 1.249
{other vegetables pork}, {rolls/buns}, 0.022, 0.401, 1.147
{pork}, {other vegetables rolls/buns}, 0.022, 0.169, 1.149
{other vegetables rolls/buns}, {pork}, 0.022, 0.152, 1.149
{rolls/buns}, {other vegetables pork}, 0.022, 0.064, 1.147
{other vegetables}, {curd rolls/buns}, 0.024, 0.063, 1.253
{other vegetables curd}, {rolls/buns}, 0.024, 0.458, 1.309
{other vegetables rolls/buns}, {curd}, 0.024, 0.161, 1.331
{curd}, {other vegetables rolls/buns}, 0.024, 0.195, 1.331
{rolls/buns}, {other vegetables curd}, 0.024, 0.067, 1.309
{curd rolls/buns}, {other vegetables}, 0.024, 0.472, 1.253
{other vegetables newspapers}, {rolls/buns}, 0.024, 0.463, 1.323
{newspapers rolls/buns}, {other vegetables}, 0.024, 0.417, 1.107
{other vegetables}, {newspapers rolls/buns}, 0.024, 0.063, 1.107
{newspapers}, {other vegetables rolls/buns}, 0.024, 0.171, 1.163
{other vegetables rolls/buns}, {newspapers}, 0.024, 0.163, 1.163
{rolls/buns}, {other vegetables newspapers}, 0.024, 0.068, 1.323
{butter rolls/buns}, {other vegetables}, 0.024, 0.487, 1.293
{other vegetables}, {butter rolls/buns}, 0.024, 0.064, 1.293
{butter}, {other vegetables rolls/buns}, 0.024, 0.191, 1.299
{other vegetables butter}, {rolls/buns}, 0.024, 0.422, 1.206
{other vegetables rolls/buns}, {butter}, 0.024, 0.164, 1.299
{rolls/buns}, {other vegetables butter}, 0.024, 0.069, 1.206
{domestic eggs}, {other vegetables rolls/buns}, 0.024, 0.181, 1.234
{domestic eggs rolls/buns}, {other vegetables}, 0.024, 0.459, 1.218
{other vegetables domestic eggs}, {rolls/buns}, 0.024, 0.443, 1.268
{other vegetables}, {domestic eggs rolls/buns}, 0.024, 0.064, 1.218
{other vegetables rolls/buns}, {domestic eggs}, 0.024, 0.164, 1.234
{rolls/buns}, {other vegetables domestic eggs}, 0.024, 0.069, 1.268
{fruit/vegetable juice rolls/buns}, {other vegetables}, 0.024, 0.45, 1.194
{other vegetables}, {fruit/vegetable juice rolls/buns}, 0.024, 0.064, 1.194
